BIOZ1_MAG,BIOZ1_PHASE,EXC_FREQ_KHZ,EXC_PIN,GND_PIN,SNS_AP_PIN,SNS_AN_PIN,PACKET_NUMBER
2.560554,3.107235,10,13,5,10,11,224
4.161657,3.102256,10,13,5,11,12,227
3.747538,-0.032776,10,13,5,14,15,230
1.20559,-0.133747,10,13,5,15,16,232
1.581084,-0.046735,10,13,5,16,1,236
2.667081,-0.02151,10,14,6,1,2,239
3.247088,-0.035389,10,14,6,2,3,242
5.367034,-0.04526,10,14,6,3,4,244
3.410326,-0.050652,10,14,6,4,5,248
5.167847,3.122666,10,14,6,7,8,251
2.580933,3.106688,10,14,6,8,9,254
1.662282,3.067183,10,14,6,9,10,0
2.163812,3.09982,10,14,6,10,11,4
2.581087,3.106615,10,14,6,11,12,7
3.788468,3.108034,10,14,6,12,13,10
2.742259,-0.084121,10,14,6,15,16,13
1.914973,-0.034206,10,14,6,16,1,16
2.919192,-0.013714,10,15,7,1,2,19
2.874304,-0.026875,10,15,7,2,3,22
4.6597,-0.045685,10,15,7,3,4,25
2.203155,-0.061475,10,15,7,4,5,28
3.412534,-0.038358,10,15,7,5,6,30
3.995669,3.10475,10,15,7,8,9,34
2.078754,3.082306,10,15,7,9,10,37
2.163898,3.099883,10,15,7,10,11,40
2.166688,3.119027,10,15,7,11,12,43
2.371462,3.094831,10,15,7,12,13,46
3.830478,3.107439,10,15,7,13,14,49
3.330274,-0.03686,10,15,7,16,1,52
4.16801,-0.019448,10,16,8,1,2,55
3.122721,-0.032836,10,16,8,2,3,58
4.744975,-0.038011,10,16,8,3,4,60
2.017805,-0.047949,10,16,8,4,5,64
2.03935,-0.038183,10,16,8,5,6,67
4.288654,-0.031475,10,16,8,6,7,70
3.659411,3.087618,10,16,8,9,10,73
2.581087,3.106615,10,16,8,10,11,76
2.166544,3.119033,10,16,8,11,12,79
2.03935,3.103409,10,16,8,12,13,82
2.329819,3.095775,10,16,8,13,14,85
3.662016,3.098939,10,16,8,14,15,88
4.332995,-0.032125,10,1,9,2,3,90
5.64169,-0.040378,10,1,9,3,4,94
2.206688,-0.042854,10,1,9,4,5,97
1.747996,-0.051821,10,1,9,5,6,100
2.961533,-0.015077,10,1,9,6,7,103
2.785457,-0.084407,10,1,9,7,8,106
3.913018,3.095337,10,1,9,10,11,109
2.582642,3.106622,10,1,9,11,12,112
1.999342,3.104608,10,1,9,12,13,115
1.916367,3.107314,10,1,9,13,14,118
2.289683,3.096621,10,1,9,14,15,120
5.713292,3.122315,10,1,9,15,16,124
9.038459,-0.039581,10,2,10,3,4,127
3.205772,-0.047516,10,2,10,4,5,130
1.916494,-0.034285,10,2,10,5,6,133
2.544572,-0.01756,10,2,10,6,7,136
1.206547,-0.133827,10,2,10,7,8,139
3.623485,-0.041883,10,2,10,8,9,142
4.289726,3.100362,10,2,10,11,12,145
2.414566,3.093926,10,2,10,12,13,148
1.999487,3.104667,10,2,10,13,14,151
1.957866,3.105998,10,2,10,14,15,154
4.340233,3.128565,10,2,10,15,16,157
4.834108,3.111039,10,2,10,16,1,159
5.833756,3.092137,10,3,11,1,2,163
6.876923,-0.044886,10,3,11,4,5,166
3.252983,-0.035302,10,3,11,5,6,169
2.923834,-0.013872,10,3,11,6,7,172
0.999728,-0.141026,10,3,11,7,8,175
2.334173,-0.04587,10,3,11,8,9,178
4.421275,-0.033375,10,3,11,9,10,181
3.710221,3.098389,10,3,11,12,13,184
2.292627,3.09676,10,3,11,13,14,187
1.874726,3.08669,10,3,11,14,15,189
3.905745,3.127562,10,3,11,15,16,193
3.380617,3.116141,10,3,11,16,1,196
2.079572,3.062226,10,4,12,1,2,199
7.790465,3.100905,10,4,12,2,3,202
6.208822,-0.039061,10,4,12,5,6,205
4.086042,-0.028136,10,4,12,6,7,208
1.49729,-0.099384,10,4,12,7,8,211
2.332148,-0.04585,10,4,12,8,9,214
3.208856,-0.034527,10,4,12,9,10,217
3.958268,-0.03629,10,4,12,10,11,219
3.434979,3.090667,10,4,12,13,14,223
1.873447,3.086558,10,4,12,14,15,226
3.33978,3.129427,10,4,12,15,16,229
2.085923,3.121986,10,4,12,16,1,232
1.163934,3.042195,10,5,13,1,2,235
