BIOZ1_MAG,BIOZ1_PHASE,EXC_FREQ_KHZ,EXC_PIN,GND_PIN,SNS_AP_PIN,SNS_AN_PIN,PACKET_NUMBER
2.40835,2.669395,100,13,5,7,8,4
1.92643,2.838396,100,13,5,8,9,8
2.084731,2.691514,100,13,5,9,10,12
2.317648,2.709274,100,13,5,10,11,16
3.943658,2.728051,100,13,5,11,12,20
4.010006,-0.356538,100,13,5,14,15,24
2.6003,-0.40099,100,13,5,15,16,28
2.134597,-0.386271,100,14,6,1,2,32
2.138999,-0.385495,100,14,6,2,3,36
2.737077,-0.421497,100,14,6,3,4,40
3.803682,-0.423559,100,14,6,4,5,44
3.891439,2.66926,100,14,6,7,8,48
2.293052,2.811157,100,14,6,8,9,52
2.038373,2.66926,100,14,6,9,10,56
1.899958,2.693645,100,14,6,10,11,60
2.415862,2.746,100,14,6,11,12,64
3.900964,2.740535,100,14,6,12,13,68
4.036667,-0.414957,100,14,6,15,16,72
2.517455,-0.361511,100,15,7,1,2,76
2.139281,-0.385562,100,15,7,2,3,80
2.27463,-0.411352,100,15,7,3,4,84
2.374223,-0.374573,100,15,7,4,5,88
4.130531,-0.416247,100,15,7,5,6,92
3.896237,2.716875,100,15,7,8,9,96
2.548559,2.687572,100,15,7,9,10,100
1.946045,2.669424,100,15,7,10,11,104
2.040681,2.714716,100,15,7,11,12,108
2.411007,2.707735,100,15,7,12,13,112
4.087025,2.601248,100,15,7,13,14,116
4.102983,-0.359182,100,16,8,1,2,120
2.516864,-0.361807,100,16,8,2,3,124
2.231315,-0.389092,100,16,8,3,4,128
1.926939,-0.303331,100,16,8,4,5,132
2.55839,-0.381573,100,16,8,5,6,136
4.085946,-0.404057,100,16,8,6,7,140
4.077535,2.692183,100,16,8,9,10,144
2.363037,2.688965,100,16,8,10,11,148
2.040411,2.714783,100,16,8,11,12,152
1.945657,2.66936,100,16,8,12,13,156
2.424649,2.554451,100,16,8,13,14,160
3.892416,2.693165,100,16,8,14,15,164
4.053271,-0.369254,100,1,9,2,3,168
2.651552,-0.38474,100,1,9,3,4,172
1.927708,-0.303202,100,1,9,4,5,176
2.232278,-0.389062,100,1,9,5,6,180
2.602024,-0.400996,100,1,9,6,7,184
4.223769,-0.417314,100,1,9,7,8,188
3.801432,2.693775,100,1,9,10,11,192
2.456809,2.688155,100,1,9,11,12,196
1.946496,2.669389,100,1,9,12,13,200
2.047457,2.578597,100,1,9,13,14,204
2.549232,2.687437,100,1,9,14,15,208
4.130943,2.725378,100,1,9,15,16,212
4.229581,-0.395564,100,2,10,3,4,216
2.374774,-0.374609,100,2,10,4,5,220
2.232127,-0.389194,100,2,10,5,6,224
2.190365,-0.366351,100,2,10,6,7,228
2.558983,-0.381608,100,2,10,7,8,232
3.994573,-0.402614,100,2,10,8,9,236
4.078612,2.692048,100,2,10,11,12,240
2.411248,2.707767,100,2,10,12,13,244
1.997287,2.59967,100,2,10,13,14,248
2.038845,2.669225,100,2,10,14,15,252
2.456319,2.688091,100,2,10,15,16,0
3.961218,2.774647,100,3,11,1,2,4
3.860042,-0.388197,100,3,11,4,5,8
2.70218,-0.369254,100,3,11,5,6,12
2.232127,-0.389194,100,3,11,6,7,16
2.232127,-0.389194,100,3,11,7,8,20
2.491455,-0.303997,100,3,11,8,9,24
4.315892,-0.418524,100,3,11,9,10,28
3.848774,2.705486,100,3,11,12,13,32
2.416826,2.592585,100,3,11,13,14,36
1.993245,2.646005,100,3,11,14,15,40
2.085905,2.647039,100,3,11,15,16,44
2.416103,2.746032,100,4,12,1,2,48
3.994304,2.738847,100,4,12,2,3,52
4.505517,-0.400392,100,4,12,5,6,56
2.793553,-0.372764,100,4,12,6,7,60
2.281867,-0.370744,100,4,12,7,8,64
2.163013,-0.300142,100,4,12,8,9,68
2.641111,-0.45489,100,4,12,9,10,72
3.940217,-0.437053,100,4,12,10,11,76
4.1441,2.568479,100,4,12,13,14,80
2.363113,2.688865,100,4,12,14,15,84
1.992783,2.646041,100,4,12,15,16,88
1.99755,2.738912,100,5,13,1,2,92
2.503935,2.706245,100,5,13,2,3,96
4.408145,2.721808,100,5,13,3,4,100
4.196029,-0.361711,100,5,13,6,7,104
2.651373,-0.384872,100,5,13,7,8,108
2.071997,-0.292447,100,5,13,8,9,112
2.225903,-0.430758,100,5,13,9,10,116
2.459488,-0.415757,100,5,13,10,11,120
4.033216,-0.437831,100,5,13,11,12,124
3.846158,2.681372,100,5,13,14,15,128
2.456074,2.650327,100,5,13,15,16,132
2.040884,2.714748,100,6,14,1,2,136
2.04122,2.714581,100,6,14,2,3,140
2.559066,2.759885,100,6,14,3,4,144
3.674878,2.757701,100,6,14,4,5,148
4.087157,-0.404291,100,6,14,7,8,152
2.437893,-0.319719,100,6,14,8,9,156
2.231904,-0.389227,100,6,14,9,10,160
2.040884,-0.426845,100,6,14,10,11,164
2.552345,-0.417876,100,6,14,11,12,168
3.902521,-0.400928,100,6,14,12,13,172
4.07769,2.669225,100,6,14,15,16,176
2.312419,2.708434,100,7,15,1,2,180
2.035742,2.714042,100,7,15,2,3,184
2.084063,2.735123,100,7,15,3,4,188
2.178812,2.732452,100,7,15,4,5,192
3.854253,2.72939,100,7,15,5,6,196
3.962404,-0.366849,100,7,15,8,9,200
2.645764,-0.419788,100,7,15,9,10,204
2.090504,-0.405803,100,7,15,10,11,208
2.183231,-0.408595,100,7,15,11,12,212
2.467525,-0.37821,100,7,15,12,13,216
4.289433,-0.580542,100,7,15,13,14,220
3.842254,2.728822,100,8,16,1,2,224
2.404215,2.706933,100,8,16,2,3,228
2.038713,2.714293,100,8,16,3,4,232
1.822313,2.796799,100,8,16,4,5,236
2.367764,2.728045,100,8,16,5,6,240
3.903162,2.740497,100,8,16,6,7,244
4.372038,-0.387534,100,8,16,9,10,248
2.467112,-0.378374,100,8,16,10,11,252
2.182507,-0.408592,100,8,16,11,12,0
2.098224,-0.361678,100,8,16,12,13,4
2.545016,-0.655446,100,8,16,13,14,8
4.081901,-0.426945,100,8,16,14,15,12
3.985964,2.692576,100,9,1,2,3,16
2.503766,2.706113,100,9,1,3,4,20
1.770373,2.774069,100,9,1,4,5,24
2.038642,2.669193,100,9,1,5,6,28
2.411085,2.707635,100,9,1,6,7,32
4.094097,2.759852,100,9,1,7,8,36
3.901868,-0.401093,100,9,1,10,11,40
2.558556,-0.381773,100,9,1,11,12,44
2.109839,-0.318114,100,9,1,12,13,48
2.241057,-0.596787,100,9,1,13,14,52
2.59603,-0.436733,100,9,1,14,15,56
4.173931,-0.427885,100,9,1,15,16,60
3.983438,2.669427,100,10,2,3,4,64
2.225315,2.71097,100,10,2,4,5,68
2.038104,2.669327,100,10,2,5,6,72
2.084939,2.691546,100,10,2,6,7,76
2.508243,2.743167,100,10,2,7,8,80
3.786525,2.804204,100,10,2,8,9,84
4.178237,-0.405797,100,10,2,11,12,88
2.528691,-0.325287,100,10,2,12,13,92
2.240761,-0.59672,100,10,2,13,14,96
2.231165,-0.389224,100,10,2,14,15,100
